"";"Astronomia";"Bitwa pod Grunwaldem";"Bitwa Warszawska";"Chrzest Polski";"Film dokumentalny";"Film fabularny";"Fryderyk Franciszek Chopin";"Horror na ekranie – co to za gatunek";"Ile jest planet i dlaczego";"Informatyka a coraz nowsze pojêcia informatyczne";"Informatyka bez z³udzeñ";"Johann Sebastian Bach";"Ksiezyc";"Ludwig van Beethoven";"Myœlenie komputacyjne";"Piêæ dekad - historia grafiki komputerowej";"Potop szwedzki";"Rodzaje i gatunki filmowe";"Slonce";"Wolfgang Amadeus Mozart"
"poznawczy";0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0
"pozorny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"pozorowaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"pozostaæ";0;2;0;0;0;0;2;0;0;0;0;0;0;1;0;0;1;0;0;0
"pozostaj¹c";0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
"pozosta³oœæ";0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
"pozosta³y";2;1;1;0;0;0;0;0;2;0;0;0;0;1;0;0;3;0;2;2
"pozostawaæ";0;1;1;0;0;1;2;0;0;1;0;2;0;0;0;0;0;1;1;0
"pozostawiaæ";0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0
"pozostawiaj¹c";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"pozostawiæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2
"pozór";0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0
"pozwalaæ";1;1;1;0;1;0;1;0;2;7;1;1;0;0;0;8;0;1;2;0
"pozwolenie";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"pozwoliæ";1;0;1;0;0;0;1;0;4;0;0;3;1;0;1;1;3;0;0;0
"pozycja";0;0;1;1;0;0;1;2;0;2;2;1;0;2;0;0;2;1;1;0
"pozycyjna”";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pozyskaæ";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pozyskiwaæ";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"pozytyw";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"pozytywny";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0
"po¿ar";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"po¿¹dany";0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"po¿yczka";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"po¿yteczny";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"po¿ytek";0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
"po¿ywka";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"pól";0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"pó³";0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1
"pó³kula";0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
"pó³noc";0;4;5;1;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
"pó³nocnowschodniego";0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pó³nocnowschodnim";0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pó³nocnozachodnim";0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pó³nocny";0;2;8;2;0;0;0;0;0;0;0;0;1;0;0;0;4;0;2;0
"pó³nocnyzachód";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pó³p³ynny";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"pó³produkt";0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
"pó³sierota";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"póŸniej";2;3;1;1;2;0;5;0;2;0;1;4;1;3;1;2;5;2;1;2
"póŸniejszy";2;1;1;0;1;0;4;0;1;0;0;2;3;4;0;4;0;0;0;0
"póŸno";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"póŸnobabiloñska";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"póŸny";1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"pp³k";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"praca";0;0;0;0;3;0;4;1;1;3;5;11;0;2;2;3;0;0;0;5
"prace";4;0;0;0;0;0;3;0;0;2;3;0;0;0;0;2;1;0;0;0
"prackiego";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"pracodawca";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"pracowaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;0
"pracowniach";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"pracownica";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pracownik";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"practice";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"pracuj¹cy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"pradze";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"pradziad";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"pragermañskiego";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"pragê";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pragi";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"pragn¹æ";0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0
"pragnienia";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pragnienie";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"praindoeuropejski";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
"praktycznoœæ";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"praktyczny";6;0;0;0;0;0;0;0;0;2;1;2;0;1;0;0;0;0;1;0
"praktyk";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"praktyka";0;0;0;0;2;1;0;0;0;0;3;2;0;0;0;0;0;0;0;0
"praktykant";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"prapremiera";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"prapremier¹w";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"prasa";0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0
"pras³owiañski";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"prawa";3;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0
"prawda";0;0;0;1;1;0;0;1;1;1;1;0;0;2;0;0;0;0;0;1
"prawdopodobieñstwo";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"prawdopodobny";1;0;0;2;0;0;2;0;2;0;0;3;4;6;0;0;0;1;0;3
"prawdziwoœæ";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"prawdziwy";0;1;0;0;2;1;2;2;0;2;0;0;0;2;0;0;0;0;0;0
"prawid³owy";0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
"prawie";0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;3;0;4;0
"prawniczy";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"prawny";0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
"prawo";4;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
"prawobrze¿ny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"prawos³awny";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"prawowity";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"prawy";0;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"prawybory";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"prawykonanie";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"pra¿mowski";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pra¿mowskiego";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"pr¹d";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
"pr¹dowy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"precesyjny";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"precyzja";0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0
"precyzyjny";0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0
"preferowaæ";0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
"prefiks";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"prehistoryczny";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"prekursor";0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"preludium";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"premiera";0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2
"premiere";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"premodernistycznymi";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"premodernizmchoæ";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"presidential";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"presti¿owy";0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
"pretensja";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"prezbiterium";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"prezentacja";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
"prezentowaæ";0;0;0;0;1;1;0;0;0;4;0;1;0;0;0;1;0;0;0;1
"prezes";0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
"prezydent";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"prêdkoœæ";2;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;7;0
"primary";0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"primityw";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"prl";0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0
"prlu";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"pro";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"problem";1;0;0;0;3;1;0;0;3;4;0;1;0;0;10;1;0;0;1;1
"problematyka";2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"problemowy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
"proboszcz";0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0
"proc";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"procedura";0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
"procellarum";0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
"proces";0;1;0;5;2;0;0;0;5;13;3;0;1;1;1;0;0;2;7;0
"procesor";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"procesualny";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"proch";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"prochy";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"producent";0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;2;0;1
"produkcja";0;0;0;0;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
"produkcyjny";0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"produkowaæ";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
"produkt";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0
"produktywny";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"profesja";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"profesjonalista";0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0
"profesjonalny";0;0;0;0;0;0;0;1;0;7;0;0;0;0;1;1;0;0;0;0
"profesor";0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;2;0;0;0;0
"profesorski";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"profil";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"program";0;0;0;0;0;0;0;0;0;1;2;0;1;0;6;24;0;1;0;0
"programistyczny";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
"programowaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0
"programowy";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"prohibicja";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"project";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"projekcja";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"projekt";0;0;0;0;0;0;0;0;1;0;3;0;0;0;8;2;0;1;0;0
"projektant";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"projektowaæ";0;0;0;0;0;0;0;0;0;6;3;0;0;0;1;2;0;0;0;0
"projektowy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"proliferacja";0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
"prom";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"promieniotwórczy";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"promieniowanie";8;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;15;0
"promienisty";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0
"promieñ";0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;11;0
"promowaæ";0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"propaganda";0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"propagandowy";0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"propagowaæ";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"proponowaæ";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"propos";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"propozycja";0;1;0;0;0;0;0;0;0;1;0;0;0;3;0;0;1;0;0;0
"prorz¹dowy";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"prosiæ";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"prospector";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"prospectora";0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
"prosperowaæ";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"prosta";0;0;0;0;0;0;0;0;3;2;0;0;0;0;1;0;0;0;0;1
"prostka";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"prostok¹tny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"prostopad³a";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"prostopad³y";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"prostowaæ";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"prostszy";1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"prostu";0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"prosty";0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;1;0
"proœba";0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"protagonista";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"protestancki";0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0
"protestant";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
"protogwiazdowego";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"protokó³";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"proton";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0
"protonowy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
"protoplanetarnych";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"protoplanetarnym";0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
"protoziemi";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"protoziemiê";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"protuberancja";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"prowadz¹c";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1
"prowadzenie";0;1;0;0;0;0;1;0;0;2;0;0;0;0;1;0;0;0;0;0
"prowadziæ";8;3;3;1;2;1;3;1;2;1;1;0;0;0;5;0;11;0;0;0
"prowincja";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
"prowincjonalny";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"prowokowaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"proxima";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"próba";0;0;2;0;1;1;1;1;0;1;3;0;0;1;0;0;2;1;0;1
"próbka";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"próbnik";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"próbowaæ";0;0;0;0;1;0;0;0;1;0;2;0;0;0;0;0;2;1;0;0
"próbuj¹c";0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"prócz";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0
"pró¿no";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pró¿noœæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"prudnika";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"prus";0;2;1;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;0;0
"prusach";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"prusami";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
"pruski";0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"prusów";0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"prusy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0
"prymas";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"prymasowski";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"prywatny";0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;2;0;0;0;0
"przasnysz";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przeanalizowaæ";0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
"przebaczenia”";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"przebiæ";0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"przebieg";1;1;0;0;3;1;0;0;0;3;0;0;0;0;0;0;0;0;0;1
"przebiegaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"przeb³agaæ";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przebój";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"przebudowa";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"przebudowaæ";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przebyæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"przebywaæ";0;1;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
"przechodziæ";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
"przechowaæ";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"przechowywaæ";0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0
"przechwyciæ";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"przeci¹æ";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przeci¹gaæ";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"przecie¿";0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0
"przeciêtna";0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"przeciêtny";0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"przecisn¹æ";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przeciw";0;4;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0
"przeciwdzia³aæ";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przeciwieñstwo";0;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;1;0
"przeciwko";0;0;0;0;2;0;1;0;0;0;0;0;0;1;0;0;2;0;0;0
"przeciwnatarcie";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przeciwnik";0;7;2;0;0;0;0;0;1;0;0;1;0;0;0;0;3;1;0;0
"przeciwny";0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
"przeciwstawiaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"przeciwstawiæ";0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;1
"przeciwuderzenie";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przeczuwaæ";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"przeczytaæ";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"przeddzieñ";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przedecki";0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
"przedefilowaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"przed³u¿enie";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"przed³u¿yæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"przedmiot";2;0;0;1;3;0;0;1;0;1;0;0;0;0;14;0;0;0;0;0
"przedmioty”";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przedmoœcie";0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przedmowa";0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0
"przedni";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"przedpole";0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przedrelatywistyczna";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przedrelatywistycznej";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przedrzeæ";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przedsiêbiorstwo";0;0;0;0;1;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0
"przedsiêwziêcie";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przedstawiaæ";0;1;0;0;4;1;1;0;0;9;1;0;0;0;0;1;0;3;0;0
"przedstawiciel";1;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
"przedstawiæ";1;1;0;0;1;1;0;0;0;4;0;0;0;0;1;0;0;1;0;0
"przedstawienie";0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"przedteleskopowa";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przedtem";0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przedwczesny";0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"przeforsowaæ";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"przegl¹daæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"przegraæ";0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
"przegrana";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
"przegrupowaæ";0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przejaw";0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0
"przejawiaæ";0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;1;1
"przej¹æ";2;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;4;1;0;0
"przejêzyczyæ";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"przejmowaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
"przejmuj¹cy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"przejrzeæ";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
