"";"Astronomia";"Bitwa pod Grunwaldem";"Bitwa Warszawska";"Chrzest Polski";"Film dokumentalny";"Film fabularny";"Fryderyk Franciszek Chopin";"Horror na ekranie – co to za gatunek";"Ile jest planet i dlaczego";"Informatyka a coraz nowsze pojêcia informatyczne";"Informatyka bez z³udzeñ";"Johann Sebastian Bach";"Ksiezyc";"Ludwig van Beethoven";"Myœlenie komputacyjne";"Piêæ dekad - historia grafiki komputerowej";"Potop szwedzki";"Rodzaje i gatunki filmowe";"Slonce";"Wolfgang Amadeus Mozart"
"inspiracja";0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
"inspirowaæ";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"instancja";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"institute";0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
"instrukta¿owy";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"instrument";4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;3
"instrumentacja";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"instrumentalny";0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;1
"instynktowny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
"instytucja";0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"instytut";0;0;0;0;0;0;1;0;0;0;2;0;0;0;1;2;0;0;0;0
"insurekcja";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"int";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"integruj¹cy";0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
"intelekt";0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0
"intelektualny";0;0;0;1;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0
"inteligencja";0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0
"inteligentny";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"intencja";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
"intensywnoœæ";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"intensywny";0;0;1;0;0;1;0;1;1;0;0;0;0;2;0;0;0;0;1;0
"interes";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"interesowaæ";0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;0;0;0;0
"interesuj¹cy";1;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0
"interfejs";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0
"internet";0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0
"internetowy";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
"internowaæ";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"interpretacja";0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0
"interpretowaæ";0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
"intertekstualnoœæ";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"interwencja";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
"interweniuj¹c";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"intruzja";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"intryga";0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"intymny";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"inuitów";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"inwersja";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"inwestycja";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"inwestycja”";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"in¿ynier";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
"in¿ynieria";0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0
"in¿ynierski";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"ironiczny";0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
"isaac";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"isaaca";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"isaaka";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"islam";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"isotc";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"ist";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"istnieæ";1;0;2;0;0;0;1;0;1;3;1;1;0;2;0;1;1;5;8;0
"istnienie";3;0;0;0;0;1;0;1;6;0;0;0;2;0;0;0;0;0;1;0
"istocie";0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;2;0;0
"istota";2;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0
"istotnoœæ";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"istotny";2;0;0;0;0;0;2;0;3;5;0;1;0;0;0;0;1;2;0;0
"itd";0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
"itf";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"itp";0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;1;0;0
"itph";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"ivan";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0
"ivarem";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ivens";0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ivensa";0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"iwaszkiewicz";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"iwaszkiewicza";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"izabelê";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"izabeli";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"izbica";0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
"izbicki";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"izydorowi";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"i¿byœ";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jab³kowem";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"jab³onna";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jab³onnê";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jack";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"jacksona";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"jacques’a";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jad¹c";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"jagielle";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jagielloñski";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"jagie³³¹";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jagie³³o";0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jagie³³y";0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jajko";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"jaka";0;0;0;0;0;0;1;1;1;0;2;0;1;1;0;1;0;0;1;1
"jakby";0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
"jaki";0;1;0;0;1;0;0;2;2;5;4;1;0;2;0;0;1;0;2;0
"jakichkolwiek";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"jakiegokolwiek";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"jakiegoœ";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"jakieœ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"jakikolwiek";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"jakimikolwiek";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"jakimkolwiek";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"jakiœ";0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
"jakkolwiek";0;0;0;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"jakoby";0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
"jakoœæ";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"jakow";0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jakuba";0;0;0;3;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0
"jak¿e";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"ja³mu¿na”sytuacja";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"james";3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0
"jamesa";0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
"jan";3;2;0;2;1;0;2;0;1;0;0;11;0;0;0;0;7;0;0;0
"jana";0;2;1;0;0;0;0;0;0;0;0;9;0;0;0;0;18;0;0;1
"janem";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"janghwa";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"janie";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"janinie";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"jankowice";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"janos";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"janowi";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0
"janowiec";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"janssen";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"janusz";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"janusza";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"japonia";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"japoñski";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"jaros³aw";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"jaros³awa";0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jaros³awia";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"jaros³awiem";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
"jasc";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"jaskrawy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
"jasna";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jasne";0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0
"jasnego";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"jasnej";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0
"jasno";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"jasnoœæ";1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;3;0
"jasnow³osy";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"jasny";0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
"jasyr";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"jaœliski";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"jaœniejszy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
"jawny";0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jaworski";0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"jaworskiego”";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jaya";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"jazda";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0
"jaŸwiñskiego";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"j¹dra’’";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"j¹dro";0;0;0;0;0;0;0;0;2;0;0;0;9;0;0;0;0;0;21;0
"j¹drowe";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"j¹drowego";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"j¹drowy";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;7;0
"jean";0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jeana";0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jeanalouisa";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jeanaluca";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jeanapierre’a";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jeans";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jeden";7;1;6;2;2;1;1;4;0;0;2;3;1;2;2;2;2;3;1;2
"jedenaœcie";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"jednaæ";0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;2;0
"jednak¿e";0;0;0;0;3;1;0;0;0;0;0;0;0;1;0;0;0;2;2;0
"jedne";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
"jednego";0;1;0;2;1;2;1;2;0;0;0;0;0;1;1;1;0;2;0;1
"jednia";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jednoczesny";0;1;3;1;0;0;0;1;0;3;0;0;0;1;0;0;0;2;0;2
"jednodniowy";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jednokrotny";0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
"jednolity";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"jednonawowy";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jednorodny";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"jednostajny";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jednostka";2;0;0;0;1;0;0;0;0;5;0;0;0;1;0;2;0;0;3;0
"jednotygodniowy";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"jednoznacznoœæ";0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
"jednoznaczny";0;0;0;2;1;0;1;0;0;1;0;1;0;0;0;0;0;0;1;0
"jedwabisty";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"jedyny";0;1;0;1;0;0;0;0;1;2;0;2;2;1;0;0;1;0;1;0
"jedz¹c";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jegorowa";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jelito";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"jeniec";0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jennings";0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jerzego";0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;5;0;0;1
"jerzy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0
"jesieñ";0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;1;0;0;0
"jesse’ego";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"jestem";0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0
"jestestwo";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"jesteœmy";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"jewgienija";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jezioro";0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jêdrzejewicza";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"jêdrzejewiczowa";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"jêdrzejewskiego";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jêk";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jêzyk";4;0;0;0;1;0;0;0;0;36;0;0;0;0;1;0;0;1;6;1
"jêzykowy";0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
"jêzykoznawca";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"jêzykuutwory";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"jil";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"joannes";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"jobsa";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"johann";1;0;0;0;0;0;0;0;0;0;0;7;0;10;0;0;0;0;0;1
"johanna";0;0;0;0;0;0;0;0;2;0;0;3;0;5;0;0;0;0;0;0
"johannem";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"johannes";3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"johannesowi";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"johanny";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"john";4;0;0;0;1;0;0;1;1;1;0;0;0;0;0;3;0;0;0;0
"johna";0;0;0;0;7;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0
"johnny";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jola";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"jon";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;6;0
"jonas";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jonizacja";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"jordan";0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jordana";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"joris";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jorisa";0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jork";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"joseph";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"josepha";0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
"josephê";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"josephine";0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0
"jottawatów";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"journal";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jowisz";1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"jowisza";0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0
"jowiszem";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"jowiszy";0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
"józef";0;0;3;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;1
"józefa";0;0;2;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1
"józefem";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"józefowi";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"józefy";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"jubilate";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"jules";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"juliana";0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
"juliena";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jump";0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
"jungingen";0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jungingenem";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"junior";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"junis";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"juno";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"jurija";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"justina";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"justyna";0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
"justynê";0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
"justyny";0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0
"jutrzejszy";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"kabaretowy";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kacpra";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"kaczy";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kadra";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"kalectwo";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"kalejdoskop";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kalendarz";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kaliski";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
"kaliszu";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"kalka";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"kalkulacyjny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"kalwarja";0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kalwinista";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
"ka³atozow";0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ka³uszyn";0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kamerach";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"kameralny";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"kamer¹";0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kamerê”";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kamerka";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"kamerom";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kamery";0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"kamieniec";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"kamieniew";0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kamieñ";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kampania";0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kampu";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kanada";0;0;0;0;1;0;0;0;0;0;3;0;0;0;0;1;0;0;0;0
"kanadyjski";0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"kanclerz";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"kandydat";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"kandydatka";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"kane";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kane’a";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kani";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kanon";0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;1;0;0
"kanoniczny";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kanonik";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kantata";0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0
"kantor";0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0
"kapela";0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0;0;0;0;1
"kapelmistrz";0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0;0;0;0;0
"kapelusz";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
"kapitalizm";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"kapitan";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kapitulacja";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
"kaplica";0;1;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2
